"province_state","country_region","last_update","confirmed","deaths","recovered","day","hubei_ornot","china_ornot"
"Shanghai","Mainland China",2020-01-25 12:00:00,33,NA,1,2020-01-25,"Outside Hubei","Mainland China"
"Henan","Mainland China",2020-01-25 12:00:00,32,NA,NA,2020-01-25,"Outside Hubei","Mainland China"
"Sichuan","Mainland China",2020-01-25 12:00:00,28,NA,NA,2020-01-25,"Outside Hubei","Mainland China"
"Shandong","Mainland China",2020-01-25 12:00:00,27,NA,NA,2020-01-25,"Outside Hubei","Mainland China"
"Guangxi","Mainland China",2020-01-25 12:00:00,23,NA,NA,2020-01-25,"Outside Hubei","Mainland China"
"Hainan","Mainland China",2020-01-25 12:00:00,19,NA,NA,2020-01-25,"Outside Hubei","Mainland China"
"Jiangxi","Mainland China",2020-01-25 12:00:00,18,NA,NA,2020-01-25,"Outside Hubei","Mainland China"
"Fujian","Mainland China",2020-01-25 12:00:00,18,NA,NA,2020-01-25,"Outside Hubei","Mainland China"
"Jiangsu","Mainland China",2020-01-25 12:00:00,18,NA,1,2020-01-25,"Outside Hubei","Mainland China"
"Liaoning","Mainland China",2020-01-25 12:00:00,17,NA,NA,2020-01-25,"Outside Hubei","Mainland China"
"Shaanxi","Mainland China",2020-01-25 12:00:00,15,NA,NA,2020-01-25,"Outside Hubei","Mainland China"
"Yunnan","Mainland China",2020-01-25 12:00:00,11,NA,NA,2020-01-25,"Outside Hubei","Mainland China"
"Tianjin","Mainland China",2020-01-25 12:00:00,10,NA,NA,2020-01-25,"Outside Hubei","Mainland China"
"Heilongjiang","Mainland China",2020-01-25 12:00:00,9,1,NA,2020-01-25,"Outside Hubei","Mainland China"
"Hebei","Mainland China",2020-01-25 12:00:00,8,1,NA,2020-01-25,"Outside Hubei","Mainland China"
"Inner Mongolia","Mainland China",2020-01-25 12:00:00,7,NA,NA,2020-01-25,"Outside Hubei","Mainland China"
"Shanxi","Mainland China",2020-01-25 12:00:00,6,NA,NA,2020-01-25,"Outside Hubei","Mainland China"
"Hong Kong","Hong Kong",2020-01-25 12:00:00,5,NA,NA,2020-01-25,"Outside Hubei","Outside China"
"Guizhou","Mainland China",2020-01-25 12:00:00,4,NA,NA,2020-01-25,"Outside Hubei","Mainland China"
"Jilin","Mainland China",2020-01-25 12:00:00,4,NA,NA,2020-01-25,"Outside Hubei","Mainland China"
"Gansu","Mainland China",2020-01-25 12:00:00,4,NA,NA,2020-01-25,"Outside Hubei","Mainland China"
"Ningxia","Mainland China",2020-01-25 12:00:00,3,NA,NA,2020-01-25,"Outside Hubei","Mainland China"
"Taiwan","Taiwan",2020-01-25 12:00:00,3,NA,NA,2020-01-25,"Outside Hubei","Outside China"
"Xinjiang","Mainland China",2020-01-25 12:00:00,3,NA,NA,2020-01-25,"Outside Hubei","Mainland China"
"Macau","Macau",2020-01-25 12:00:00,2,NA,NA,2020-01-25,"Outside Hubei","Outside China"
"Qinghai","Mainland China",2020-01-25 12:00:00,1,NA,NA,2020-01-25,"Outside Hubei","Mainland China"
"Washington","US",2020-01-25 12:00:00,1,NA,NA,2020-01-25,"Outside Hubei","Outside China"
"Illinois","US",2020-01-25 12:00:00,1,NA,NA,2020-01-25,"Outside Hubei","Outside China"
NA,"Japan",2020-01-25 12:00:00,2,NA,NA,2020-01-25,"Outside Hubei","Outside China"
NA,"Thailand",2020-01-25 12:00:00,7,NA,NA,2020-01-25,"Outside Hubei","Outside China"
NA,"South Korea",2020-01-25 12:00:00,2,NA,NA,2020-01-25,"Outside Hubei","Outside China"
NA,"Singapore",2020-01-25 12:00:00,3,NA,NA,2020-01-25,"Outside Hubei","Outside China"
NA,"Vietnam",2020-01-25 12:00:00,2,NA,NA,2020-01-25,"Outside Hubei","Outside China"
NA,"France",2020-01-25 12:00:00,3,NA,NA,2020-01-25,"Outside Hubei","Outside China"
NA,"Australia",2020-01-25 12:00:00,4,NA,NA,2020-01-25,"Outside Hubei","Outside China"
NA,"Nepal",2020-01-25 12:00:00,1,NA,NA,2020-01-25,"Outside Hubei","Outside China"
NA,"Malaysia",2020-01-25 12:00:00,3,NA,NA,2020-01-25,"Outside Hubei","Outside China"
"Hubei","Mainland China",2020-01-25 00:00:00,729,39,32,2020-01-25,"Hubei","Mainland China"
"Guangdong","Mainland China",2020-01-25 00:00:00,78,NA,2,2020-01-25,"Outside Hubei","Mainland China"
"Zhejiang","Mainland China",2020-01-25 00:00:00,62,NA,1,2020-01-25,"Outside Hubei","Mainland China"
"Chongqing","Mainland China",2020-01-25 00:00:00,57,NA,NA,2020-01-25,"Outside Hubei","Mainland China"
"Hunan","Mainland China",2020-01-25 00:00:00,43,NA,NA,2020-01-25,"Outside Hubei","Mainland China"
"Anhui","Mainland China",2020-01-25 00:00:00,39,NA,NA,2020-01-25,"Outside Hubei","Mainland China"
"Beijing","Mainland China",2020-01-25 00:00:00,36,NA,1,2020-01-25,"Outside Hubei","Mainland China"
"Shanghai","Mainland China",2020-01-25 00:00:00,33,NA,1,2020-01-25,"Outside Hubei","Mainland China"
"Henan","Mainland China",2020-01-25 00:00:00,32,NA,NA,2020-01-25,"Outside Hubei","Mainland China"
"Sichuan","Mainland China",2020-01-25 00:00:00,28,NA,NA,2020-01-25,"Outside Hubei","Mainland China"
"Guangxi","Mainland China",2020-01-25 00:00:00,23,NA,NA,2020-01-25,"Outside Hubei","Mainland China"
"Shandong","Mainland China",2020-01-25 00:00:00,21,NA,NA,2020-01-25,"Outside Hubei","Mainland China"
"Jiangxi","Mainland China",2020-01-25 00:00:00,18,NA,NA,2020-01-25,"Outside Hubei","Mainland China"
"Jiangsu","Mainland China",2020-01-25 00:00:00,18,NA,1,2020-01-25,"Outside Hubei","Mainland China"
"Hainan","Mainland China",2020-01-25 00:00:00,17,NA,NA,2020-01-25,"Outside Hubei","Mainland China"
"Liaoning","Mainland China",2020-01-25 00:00:00,15,NA,NA,2020-01-25,"Outside Hubei","Mainland China"
"Fujian","Mainland China",2020-01-25 00:00:00,10,NA,NA,2020-01-25,"Outside Hubei","Mainland China"
"Heilongjiang","Mainland China",2020-01-25 00:00:00,9,1,NA,2020-01-25,"Outside Hubei","Mainland China"
"Tianjin","Mainland China",2020-01-25 00:00:00,8,NA,NA,2020-01-25,"Outside Hubei","Mainland China"
"Hebei","Mainland China",2020-01-25 00:00:00,8,1,NA,2020-01-25,"Outside Hubei","Mainland China"
"Shanxi","Mainland China",2020-01-25 00:00:00,6,NA,NA,2020-01-25,"Outside Hubei","Mainland China"
"Yunnan","Mainland China",2020-01-25 00:00:00,5,NA,NA,2020-01-25,"Outside Hubei","Mainland China"
"Hong Kong","Hong Kong",2020-01-25 00:00:00,5,NA,NA,2020-01-25,"Outside Hubei","Outside China"
"Shaanxi","Mainland China",2020-01-25 00:00:00,5,NA,NA,2020-01-25,"Outside Hubei","Mainland China"
"Guizhou","Mainland China",2020-01-25 00:00:00,4,NA,NA,2020-01-25,"Outside Hubei","Mainland China"
"Jilin","Mainland China",2020-01-25 00:00:00,4,NA,NA,2020-01-25,"Outside Hubei","Mainland China"
"Gansu","Mainland China",2020-01-25 00:00:00,4,NA,NA,2020-01-25,"Outside Hubei","Mainland China"
"Ningxia","Mainland China",2020-01-25 00:00:00,3,NA,NA,2020-01-25,"Outside Hubei","Mainland China"
"Taiwan","Taiwan",2020-01-25 00:00:00,3,NA,NA,2020-01-25,"Outside Hubei","Outside China"
"Xinjiang","Mainland China",2020-01-25 00:00:00,3,NA,NA,2020-01-25,"Outside Hubei","Mainland China"
"Macau","Macau",2020-01-25 00:00:00,2,NA,NA,2020-01-25,"Outside Hubei","Outside China"
"Inner Mongolia","Mainland China",2020-01-25 00:00:00,2,NA,NA,2020-01-25,"Outside Hubei","Mainland China"
"Qinghai","Mainland China",2020-01-25 00:00:00,NA,NA,NA,2020-01-25,"Outside Hubei","Mainland China"
"Washington","US",2020-01-25 00:00:00,1,NA,NA,2020-01-25,"Outside Hubei","Outside China"
"Illinois","US",2020-01-25 00:00:00,1,NA,NA,2020-01-25,"Outside Hubei","Outside China"
NA,"Japan",2020-01-25 00:00:00,2,NA,NA,2020-01-25,"Outside Hubei","Outside China"
NA,"Thailand",2020-01-25 00:00:00,5,NA,NA,2020-01-25,"Outside Hubei","Outside China"
NA,"South Korea",2020-01-25 00:00:00,2,NA,NA,2020-01-25,"Outside Hubei","Outside China"
NA,"Singapore",2020-01-25 00:00:00,3,NA,NA,2020-01-25,"Outside Hubei","Outside China"
NA,"Vietnam",2020-01-25 00:00:00,2,NA,NA,2020-01-25,"Outside Hubei","Outside China"
NA,"France",2020-01-25 00:00:00,3,NA,NA,2020-01-25,"Outside Hubei","Outside China"
NA,"Australia",2020-01-25 00:00:00,1,NA,NA,2020-01-25,"Outside Hubei","Outside China"
NA,"Nepal",2020-01-25 00:00:00,1,NA,NA,2020-01-25,"Outside Hubei","Outside China"
NA,"Malaysia",2020-01-25 00:00:00,3,NA,NA,2020-01-25,"Outside Hubei","Outside China"
"Hubei","Mainland China",2020-01-24 12:00:00,549,24,31,2020-01-24,"Hubei","Mainland China"
"Guangdong","Mainland China",2020-01-24 12:00:00,53,NA,2,2020-01-24,"Outside Hubei","Mainland China"
"Zhejiang","Mainland China",2020-01-24 12:00:00,43,NA,1,2020-01-24,"Outside Hubei","Mainland China"
"Beijing","Mainland China",2020-01-24 12:00:00,36,NA,1,2020-01-24,"Outside Hubei","Mainland China"
"Chongqing","Mainland China",2020-01-24 12:00:00,27,NA,NA,2020-01-24,"Outside Hubei","Mainland China"
"Hunan","Mainland China",2020-01-24 12:00:00,24,NA,NA,2020-01-24,"Outside Hubei","Mainland China"
"Guangxi","Mainland China",2020-01-24 12:00:00,23,NA,NA,2020-01-24,"Outside Hubei","Mainland China"
"Shanghai","Mainland China",2020-01-24 12:00:00,20,NA,1,2020-01-24,"Outside Hubei","Mainland China"
"Jiangxi","Mainland China",2020-01-24 12:00:00,18,NA,NA,2020-01-24,"Outside Hubei","Mainland China"
"Sichuan","Mainland China",2020-01-24 12:00:00,15,NA,NA,2020-01-24,"Outside Hubei","Mainland China"
"Shandong","Mainland China",2020-01-24 12:00:00,15,NA,NA,2020-01-24,"Outside Hubei","Mainland China"
"Anhui","Mainland China",2020-01-24 12:00:00,15,NA,NA,2020-01-24,"Outside Hubei","Mainland China"
"Fujian","Mainland China",2020-01-24 12:00:00,10,NA,NA,2020-01-24,"Outside Hubei","Mainland China"
"Henan","Mainland China",2020-01-24 12:00:00,9,NA,NA,2020-01-24,"Outside Hubei","Mainland China"
"Jiangsu","Mainland China",2020-01-24 12:00:00,9,NA,NA,2020-01-24,"Outside Hubei","Mainland China"
"Hainan","Mainland China",2020-01-24 12:00:00,8,NA,NA,2020-01-24,"Outside Hubei","Mainland China"
"Tianjin","Mainland China",2020-01-24 12:00:00,8,NA,NA,2020-01-24,"Outside Hubei","Mainland China"
"Yunnan","Mainland China",2020-01-24 12:00:00,5,NA,NA,2020-01-24,"Outside Hubei","Mainland China"
"Shaanxi","Mainland China",2020-01-24 12:00:00,5,NA,NA,2020-01-24,"Outside Hubei","Mainland China"
"Heilongjiang","Mainland China",2020-01-24 12:00:00,4,1,NA,2020-01-24,"Outside Hubei","Mainland China"
"Liaoning","Mainland China",2020-01-24 12:00:00,4,NA,NA,2020-01-24,"Outside Hubei","Mainland China"
"Guizhou","Mainland China",2020-01-24 12:00:00,3,NA,NA,2020-01-24,"Outside Hubei","Mainland China"
"Jilin","Mainland China",2020-01-24 12:00:00,3,NA,NA,2020-01-24,"Outside Hubei","Mainland China"
"Taiwan","Taiwan",2020-01-24 12:00:00,3,NA,NA,2020-01-24,"Outside Hubei","Outside China"
"Ningxia","Mainland China",2020-01-24 12:00:00,2,NA,NA,2020-01-24,"Outside Hubei","Mainland China"
"Hong Kong","Hong Kong",2020-01-24 12:00:00,2,NA,NA,2020-01-24,"Outside Hubei","Outside China"
"Macau","Macau",2020-01-24 12:00:00,2,NA,NA,2020-01-24,"Outside Hubei","Outside China"
"Hebei","Mainland China",2020-01-24 12:00:00,2,1,NA,2020-01-24,"Outside Hubei","Mainland China"
"Gansu","Mainland China",2020-01-24 12:00:00,2,NA,NA,2020-01-24,"Outside Hubei","Mainland China"
"Xinjiang","Mainland China",2020-01-24 12:00:00,2,NA,NA,2020-01-24,"Outside Hubei","Mainland China"
"Shanxi","Mainland China",2020-01-24 12:00:00,1,NA,NA,2020-01-24,"Outside Hubei","Mainland China"
"Inner Mongolia","Mainland China",2020-01-24 12:00:00,1,NA,NA,2020-01-24,"Outside Hubei","Mainland China"
"Qinghai","Mainland China",2020-01-24 12:00:00,NA,NA,NA,2020-01-24,"Outside Hubei","Mainland China"
"Washington","US",2020-01-24 12:00:00,1,NA,NA,2020-01-24,"Outside Hubei","Outside China"
"Chicago","US",2020-01-24 12:00:00,1,NA,NA,2020-01-24,"Outside Hubei","Outside China"
NA,"Japan",2020-01-24 12:00:00,2,NA,NA,2020-01-24,"Outside Hubei","Outside China"
NA,"Thailand",2020-01-24 12:00:00,5,NA,NA,2020-01-24,"Outside Hubei","Outside China"
NA,"South Korea",2020-01-24 12:00:00,2,NA,NA,2020-01-24,"Outside Hubei","Outside China"
NA,"Singapore",2020-01-24 12:00:00,3,NA,NA,2020-01-24,"Outside Hubei","Outside China"
NA,"Vietnam",2020-01-24 12:00:00,2,NA,NA,2020-01-24,"Outside Hubei","Outside China"
NA,"France",2020-01-24 16:00:00,2,NA,NA,2020-01-24,"Outside Hubei","Outside China"
"Hubei","Mainland China",2020-01-24 00:00:00,549,24,31,2020-01-24,"Hubei","Mainland China"
"Guangdong","Mainland China",2020-01-24 00:00:00,53,NA,2,2020-01-24,"Outside Hubei","Mainland China"
"Zhejiang","Mainland China",2020-01-24 00:00:00,43,NA,1,2020-01-24,"Outside Hubei","Mainland China"
"Beijing","Mainland China",2020-01-24 00:00:00,26,NA,NA,2020-01-24,"Outside Hubei","Mainland China"
"Shanghai","Mainland China",2020-01-24 00:00:00,20,NA,NA,2020-01-24,"Outside Hubei","Mainland China"
"Hunan","Mainland China",2020-01-24 00:00:00,24,NA,NA,2020-01-24,"Outside Hubei","Mainland China"
"Anhui","Mainland China",2020-01-24 00:00:00,15,NA,NA,2020-01-24,"Outside Hubei","Mainland China"
"Chongqing","Mainland China",2020-01-24 00:00:00,27,NA,NA,2020-01-24,"Outside Hubei","Mainland China"
"Sichuan","Mainland China",2020-01-24 00:00:00,15,NA,NA,2020-01-24,"Outside Hubei","Mainland China"
"Shandong","Mainland China",2020-01-24 00:00:00,9,NA,NA,2020-01-24,"Outside Hubei","Mainland China"
"Guangxi","Mainland China",2020-01-24 00:00:00,13,NA,NA,2020-01-24,"Outside Hubei","Mainland China"
"Fujian","Mainland China",2020-01-24 00:00:00,5,NA,NA,2020-01-24,"Outside Hubei","Mainland China"
"Jiangsu","Mainland China",2020-01-24 00:00:00,9,NA,NA,2020-01-24,"Outside Hubei","Mainland China"
"Henan","Mainland China",2020-01-24 00:00:00,9,NA,NA,2020-01-24,"Outside Hubei","Mainland China"
"Hainan","Mainland China",2020-01-24 00:00:00,8,NA,NA,2020-01-24,"Outside Hubei","Mainland China"
"Tianjin","Mainland China",2020-01-24 00:00:00,5,NA,NA,2020-01-24,"Outside Hubei","Mainland China"
"Jiangxi","Mainland China",2020-01-24 00:00:00,7,NA,NA,2020-01-24,"Outside Hubei","Mainland China"
"Shaanxi","Mainland China",2020-01-24 00:00:00,3,NA,NA,2020-01-24,"Outside Hubei","Mainland China"
"Guizhou","Mainland China",2020-01-24 00:00:00,3,NA,NA,2020-01-24,"Outside Hubei","Mainland China"
"Liaoning","Mainland China",2020-01-24 00:00:00,4,NA,NA,2020-01-24,"Outside Hubei","Mainland China"
"Hong Kong","Hong Kong",2020-01-24 00:00:00,2,NA,NA,2020-01-24,"Outside Hubei","Outside China"
"Heilongjiang","Mainland China",2020-01-24 00:00:00,4,1,NA,2020-01-24,"Outside Hubei","Mainland China"
"Macau","Macau",2020-01-24 00:00:00,2,NA,NA,2020-01-24,"Outside Hubei","Outside China"
"Xinjiang","Mainland China",2020-01-24 00:00:00,2,NA,NA,2020-01-24,"Outside Hubei","Mainland China"
"Gansu","Mainland China",2020-01-24 00:00:00,2,NA,NA,2020-01-24,"Outside Hubei","Mainland China"
"Yunnan","Mainland China",2020-01-24 00:00:00,2,NA,NA,2020-01-24,"Outside Hubei","Mainland China"
"Taiwan","Taiwan",2020-01-24 00:00:00,1,NA,NA,2020-01-24,"Outside Hubei","Outside China"
"Shanxi","Mainland China",2020-01-24 00:00:00,1,NA,NA,2020-01-24,"Outside Hubei","Mainland China"
"Jilin","Mainland China",2020-01-24 00:00:00,3,NA,NA,2020-01-24,"Outside Hubei","Mainland China"
"Hebei","Mainland China",2020-01-24 00:00:00,2,1,NA,2020-01-24,"Outside Hubei","Mainland China"
"Ningxia","Mainland China",2020-01-24 00:00:00,1,NA,NA,2020-01-24,"Outside Hubei","Mainland China"
"Inner Mongolia","Mainland China",2020-01-24 00:00:00,1,NA,NA,2020-01-24,"Outside Hubei","Mainland China"
"Washington","US",2020-01-24 00:00:00,1,NA,NA,2020-01-24,"Outside Hubei","Outside China"
NA,"Japan",2020-01-24 00:00:00,2,NA,NA,2020-01-24,"Outside Hubei","Outside China"
NA,"Thailand",2020-01-24 00:00:00,4,NA,NA,2020-01-24,"Outside Hubei","Outside China"
NA,"South Korea",2020-01-24 00:00:00,1,NA,NA,2020-01-24,"Outside Hubei","Outside China"
NA,"Singapore",2020-01-24 00:00:00,1,NA,NA,2020-01-24,"Outside Hubei","Outside China"
NA,"Vietnam",2020-01-24 00:00:00,2,NA,NA,2020-01-24,"Outside Hubei","Outside China"
"Anhui","Mainland China",2020-01-23 12:00:00,9,NA,NA,2020-01-23,"Outside Hubei","Mainland China"
"Beijing","Mainland China",2020-01-23 12:00:00,22,NA,NA,2020-01-23,"Outside Hubei","Mainland China"
"Chongqing","Mainland China",2020-01-23 12:00:00,9,NA,NA,2020-01-23,"Outside Hubei","Mainland China"
"Fujian","Mainland China",2020-01-23 12:00:00,5,NA,NA,2020-01-23,"Outside Hubei","Mainland China"
"Gansu","Mainland China",2020-01-23 12:00:00,2,NA,NA,2020-01-23,"Outside Hubei","Mainland China"
"Guangdong","Mainland China",2020-01-23 12:00:00,32,NA,2,2020-01-23,"Outside Hubei","Mainland China"
"Guangxi","Mainland China",2020-01-23 12:00:00,5,NA,NA,2020-01-23,"Outside Hubei","Mainland China"
"Guizhou","Mainland China",2020-01-23 12:00:00,3,NA,NA,2020-01-23,"Outside Hubei","Mainland China"
"Hainan","Mainland China",2020-01-23 12:00:00,5,NA,NA,2020-01-23,"Outside Hubei","Mainland China"
"Hebei","Mainland China",2020-01-23 12:00:00,1,1,NA,2020-01-23,"Outside Hubei","Mainland China"
"Heilongjiang","Mainland China",2020-01-23 12:00:00,2,NA,NA,2020-01-23,"Outside Hubei","Mainland China"
"Henan","Mainland China",2020-01-23 12:00:00,5,NA,NA,2020-01-23,"Outside Hubei","Mainland China"
"Hong Kong","Hong Kong",2020-01-23 12:00:00,2,NA,NA,2020-01-23,"Outside Hubei","Outside China"
"Hubei","Mainland China",2020-01-23 12:00:00,444,17,28,2020-01-23,"Hubei","Mainland China"
"Hunan","Mainland China",2020-01-23 12:00:00,9,NA,NA,2020-01-23,"Outside Hubei","Mainland China"
"Inner Mongolia","Mainland China",2020-01-23 12:00:00,NA,NA,NA,2020-01-23,"Outside Hubei","Mainland China"
"Jiangsu","Mainland China",2020-01-23 12:00:00,5,NA,NA,2020-01-23,"Outside Hubei","Mainland China"
"Jiangxi","Mainland China",2020-01-23 12:00:00,7,NA,NA,2020-01-23,"Outside Hubei","Mainland China"
"Jilin","Mainland China",2020-01-23 12:00:00,1,NA,NA,2020-01-23,"Outside Hubei","Mainland China"
"Liaoning","Mainland China",2020-01-23 12:00:00,3,NA,NA,2020-01-23,"Outside Hubei","Mainland China"
"Macau","Macau",2020-01-23 12:00:00,2,NA,NA,2020-01-23,"Outside Hubei","Outside China"
"Ningxia","Mainland China",2020-01-23 12:00:00,1,NA,NA,2020-01-23,"Outside Hubei","Mainland China"
"Qinghai","Mainland China",2020-01-23 12:00:00,NA,NA,NA,2020-01-23,"Outside Hubei","Mainland China"
"Shaanxi","Mainland China",2020-01-23 12:00:00,3,NA,NA,2020-01-23,"Outside Hubei","Mainland China"
"Shandong","Mainland China",2020-01-23 12:00:00,6,NA,NA,2020-01-23,"Outside Hubei","Mainland China"
"Shanghai","Mainland China",2020-01-23 12:00:00,16,NA,NA,2020-01-23,"Outside Hubei","Mainland China"
"Shanxi","Mainland China",2020-01-23 12:00:00,1,NA,NA,2020-01-23,"Outside Hubei","Mainland China"
"Sichuan","Mainland China",2020-01-23 12:00:00,8,NA,NA,2020-01-23,"Outside Hubei","Mainland China"
"Taiwan","Taiwan",2020-01-23 12:00:00,1,NA,NA,2020-01-23,"Outside Hubei","Outside China"
"Tianjin","Mainland China",2020-01-23 12:00:00,4,NA,NA,2020-01-23,"Outside Hubei","Mainland China"
"Tibet","Mainland China",2020-01-23 12:00:00,NA,NA,NA,2020-01-23,"Outside Hubei","Mainland China"
"Washington","US",2020-01-23 12:00:00,1,NA,NA,2020-01-23,"Outside Hubei","Outside China"
"Xinjiang","Mainland China",2020-01-23 12:00:00,2,NA,NA,2020-01-23,"Outside Hubei","Mainland China"
"Yunnan","Mainland China",2020-01-23 12:00:00,2,NA,NA,2020-01-23,"Outside Hubei","Mainland China"
"Zhejiang","Mainland China",2020-01-23 12:00:00,27,NA,NA,2020-01-23,"Outside Hubei","Mainland China"
NA,"Japan",2020-01-23 12:00:00,1,NA,NA,2020-01-23,"Outside Hubei","Outside China"
NA,"Thailand",2020-01-23 12:00:00,3,NA,NA,2020-01-23,"Outside Hubei","Outside China"
NA,"South Korea",2020-01-23 12:00:00,1,NA,NA,2020-01-23,"Outside Hubei","Outside China"
NA,"Singapore",2020-01-23 12:00:00,1,NA,NA,2020-01-23,"Outside Hubei","Outside China"
NA,"Philippines",2020-01-23 12:00:00,NA,NA,NA,2020-01-23,"Outside Hubei","Outside China"
NA,"Malaysia",2020-01-23 12:00:00,NA,NA,NA,2020-01-23,"Outside Hubei","Outside China"
NA,"Vietnam",2020-01-23 12:00:00,2,NA,NA,2020-01-23,"Outside Hubei","Outside China"
NA,"Australia",2020-01-23 12:00:00,NA,NA,NA,2020-01-23,"Outside Hubei","Outside China"
NA,"Mexico",2020-01-23 12:00:00,NA,NA,NA,2020-01-23,"Outside Hubei","Outside China"
NA,"Brazil",2020-01-23 12:00:00,NA,NA,NA,2020-01-23,"Outside Hubei","Outside China"
NA,"Colombia",2020-01-23 12:00:00,NA,NA,NA,2020-01-23,"Outside Hubei","Outside China"
"Anhui","Mainland China",2020-01-22 12:00:00,1,NA,NA,2020-01-22,"Outside Hubei","Mainland China"
"Beijing","Mainland China",2020-01-22 12:00:00,14,NA,NA,2020-01-22,"Outside Hubei","Mainland China"
"Chongqing","Mainland China",2020-01-22 12:00:00,6,NA,NA,2020-01-22,"Outside Hubei","Mainland China"
"Fujian","Mainland China",2020-01-22 12:00:00,1,NA,NA,2020-01-22,"Outside Hubei","Mainland China"
"Gansu","Mainland China",2020-01-22 12:00:00,NA,NA,NA,2020-01-22,"Outside Hubei","Mainland China"
"Guangdong","Mainland China",2020-01-22 12:00:00,26,NA,NA,2020-01-22,"Outside Hubei","Mainland China"
"Guangxi","Mainland China",2020-01-22 12:00:00,2,NA,NA,2020-01-22,"Outside Hubei","Mainland China"
"Guizhou","Mainland China",2020-01-22 12:00:00,1,NA,NA,2020-01-22,"Outside Hubei","Mainland China"
"Hainan","Mainland China",2020-01-22 12:00:00,4,NA,NA,2020-01-22,"Outside Hubei","Mainland China"
"Hebei","Mainland China",2020-01-22 12:00:00,1,NA,NA,2020-01-22,"Outside Hubei","Mainland China"
"Heilongjiang","Mainland China",2020-01-22 12:00:00,NA,NA,NA,2020-01-22,"Outside Hubei","Mainland China"
"Henan","Mainland China",2020-01-22 12:00:00,5,NA,NA,2020-01-22,"Outside Hubei","Mainland China"
"Hong Kong","Mainland China",2020-01-22 12:00:00,NA,NA,NA,2020-01-22,"Outside Hubei","Mainland China"
"Hubei","Mainland China",2020-01-22 12:00:00,444,NA,NA,2020-01-22,"Hubei","Mainland China"
"Hunan","Mainland China",2020-01-22 12:00:00,4,NA,NA,2020-01-22,"Outside Hubei","Mainland China"
"Inner Mongolia","Mainland China",2020-01-22 12:00:00,NA,NA,NA,2020-01-22,"Outside Hubei","Mainland China"
"Jiangsu","Mainland China",2020-01-22 12:00:00,1,NA,NA,2020-01-22,"Outside Hubei","Mainland China"
"Jiangxi","Mainland China",2020-01-22 12:00:00,2,NA,NA,2020-01-22,"Outside Hubei","Mainland China"
"Jilin","Mainland China",2020-01-22 12:00:00,NA,NA,NA,2020-01-22,"Outside Hubei","Mainland China"
"Liaoning","Mainland China",2020-01-22 12:00:00,2,NA,NA,2020-01-22,"Outside Hubei","Mainland China"
"Macau","Mainland China",2020-01-22 12:00:00,1,NA,NA,2020-01-22,"Outside Hubei","Mainland China"
"Ningxia","Mainland China",2020-01-22 12:00:00,1,NA,NA,2020-01-22,"Outside Hubei","Mainland China"
"Qinghai","Mainland China",2020-01-22 12:00:00,NA,NA,NA,2020-01-22,"Outside Hubei","Mainland China"
"Shaanxi","Mainland China",2020-01-22 12:00:00,NA,NA,NA,2020-01-22,"Outside Hubei","Mainland China"
"Shandong","Mainland China",2020-01-22 12:00:00,2,NA,NA,2020-01-22,"Outside Hubei","Mainland China"
"Shanghai","Mainland China",2020-01-22 12:00:00,9,NA,NA,2020-01-22,"Outside Hubei","Mainland China"
"Shanxi","Mainland China",2020-01-22 12:00:00,1,NA,NA,2020-01-22,"Outside Hubei","Mainland China"
"Sichuan","Mainland China",2020-01-22 12:00:00,5,NA,NA,2020-01-22,"Outside Hubei","Mainland China"
"Taiwan","Mainland China",2020-01-22 12:00:00,1,NA,NA,2020-01-22,"Outside Hubei","Mainland China"
"Tianjin","Mainland China",2020-01-22 12:00:00,4,NA,NA,2020-01-22,"Outside Hubei","Mainland China"
"Tibet","Mainland China",2020-01-22 12:00:00,NA,NA,NA,2020-01-22,"Outside Hubei","Mainland China"
"Washington","US",2020-01-22 12:00:00,1,NA,NA,2020-01-22,"Outside Hubei","Outside China"
"Xinjiang","Mainland China",2020-01-22 12:00:00,NA,NA,NA,2020-01-22,"Outside Hubei","Mainland China"
"Yunnan","Mainland China",2020-01-22 12:00:00,1,NA,NA,2020-01-22,"Outside Hubei","Mainland China"
"Zhejiang","Mainland China",2020-01-22 12:00:00,10,NA,NA,2020-01-22,"Outside Hubei","Mainland China"
NA,"Japan",2020-01-22 12:00:00,2,NA,NA,2020-01-22,"Outside Hubei","Outside China"
NA,"Thailand",2020-01-22 12:00:00,2,NA,NA,2020-01-22,"Outside Hubei","Outside China"
NA,"South Korea",2020-01-22 12:00:00,1,NA,NA,2020-01-22,"Outside Hubei","Outside China"
"Shanghai","Mainland China",NA,9,NA,NA,2020-01-21,"Outside Hubei","Mainland China"
"Yunnan","Mainland China",NA,1,NA,NA,2020-01-21,"Outside Hubei","Mainland China"
"Beijing","Mainland China",NA,10,NA,NA,2020-01-21,"Outside Hubei","Mainland China"
"Taiwan","Mainland China",NA,1,NA,NA,2020-01-21,"Outside Hubei","Mainland China"
"Jilin","Mainland China",NA,NA,NA,NA,2020-01-21,"Outside Hubei","Mainland China"
"Sichuan","Mainland China",NA,2,NA,NA,2020-01-21,"Outside Hubei","Mainland China"
"Tianjin","Mainland China",NA,2,NA,NA,2020-01-21,"Outside Hubei","Mainland China"
"Ningxia","Mainland China",NA,NA,NA,NA,2020-01-21,"Outside Hubei","Mainland China"
